gender_Female,gender_Male,job_Argiculture,job_Entertainment,job_Financial Services,job_Health,job_IT,job_Manufacturing,job_Property,job_Retail,car_No,state_NSW,state_QLD,age,wealth_segment,tenure,property_valuation,profit
1,0,0,0,0,0,0,0,0,0,0,1,0,54,3,10.0,10,583.9066666666666
1,0,0,0,0,0,0,0,0,0,1,0,1,37,3,15.0,5,827.1433333333334
1,0,0,0,0,0,0,0,1,0,0,1,0,52,1,11.0,12,914.3860000000001
0,0,0,0,0,0,1,0,0,0,0,1,0,39,1,10.0,3,176.33750000000003
0,1,0,0,0,0,0,0,1,0,1,0,0,39,1,17.0,10,554.17
0,1,0,0,1,0,0,0,0,0,1,0,1,51,1,18.0,8,287.89333333333326
1,0,0,0,0,1,0,0,0,0,1,1,0,43,1,11.0,10,581.0928571428572
0,1,0,0,0,0,0,1,0,0,1,1,0,20,3,1.0,4,655.93
1,0,0,0,0,0,0,1,0,0,1,0,1,54,1,10.0,1,455.74000000000007
0,1,0,0,0,0,0,0,0,1,0,0,1,50,2,10.0,9,471.538
1,0,0,0,0,1,0,0,0,0,0,1,0,43,1,15.0,11,390.265
0,1,0,0,0,1,0,0,0,0,0,0,0,36,3,9.0,12,499.645
0,0,0,0,0,0,1,0,0,0,0,0,0,39,1,10.0,8,394.1700000000001
0,1,0,0,0,0,1,0,0,0,1,1,0,34,1,16.0,8,695.5528571428573
1,0,0,0,1,0,0,0,0,0,0,1,0,47,3,9.0,9,445.53374999999994
1,0,0,0,0,0,0,0,0,0,0,1,0,51,1,12.0,9,622.39
1,0,0,0,0,0,0,0,0,0,1,1,0,39,1,15.0,8,417.4725
1,0,0,0,0,0,0,1,0,0,1,1,0,48,1,11.0,10,697.5857142857143
1,0,0,0,1,0,0,0,0,0,1,1,0,40,2,16.0,8,179.44
1,0,0,0,0,1,0,0,0,0,0,1,0,54,2,12.0,7,212.41333333333338
0,1,0,0,0,0,0,1,0,0,0,0,0,27,1,5.0,8,195.175
1,0,0,0,0,0,0,0,0,1,0,0,1,42,1,16.0,5,953.22
1,0,0,0,0,0,0,0,0,1,1,1,0,28,1,18.0,3,667.0055555555554
0,1,0,0,1,0,0,0,0,0,1,0,1,56,1,14.0,5,377.98333333333335
1,0,0,0,0,0,0,0,0,0,0,0,1,43,3,11.0,7,374.1975
1,0,0,0,0,0,0,1,0,0,1,0,1,39,2,12.0,3,444.15999999999997
0,1,0,0,1,0,0,0,0,0,0,0,0,19,3,3.0,9,497.09666666666675
0,1,0,0,0,0,0,0,1,0,0,1,0,39,3,17.0,9,195.7671428571429
1,0,0,0,1,0,0,0,0,0,0,0,0,37,2,17.0,8,411.4428571428571
1,0,0,0,0,0,0,0,0,0,0,0,0,57,3,8.0,7,1057.844
0,1,0,0,1,0,0,0,0,0,1,1,0,31,1,14.0,10,673.19
0,1,0,0,0,0,0,0,1,0,1,1,0,43,2,3.0,8,126.66999999999996
0,1,0,0,0,0,0,0,0,1,0,1,0,49,1,19.0,10,594.8871428571429
1,0,0,0,1,0,0,0,0,0,1,1,0,17,1,1.0,7,656.3599999999999
0,1,0,0,0,0,0,1,0,0,0,0,0,18,2,2.0,8,506.18599999999986
1,0,0,1,0,0,0,0,0,0,1,1,0,33,1,7.0,5,106.29749999999997
1,0,0,0,0,0,0,0,0,0,1,1,0,26,2,8.0,8,866.2675000000002
0,1,0,0,1,0,0,0,0,0,1,0,0,53,1,19.0,9,674.1112499999999
0,1,0,0,0,1,0,0,0,0,1,0,0,42,3,13.0,4,813.248
0,1,0,0,0,1,0,0,0,0,0,1,0,30,1,13.0,10,495.43222222222215
0,1,0,0,0,1,0,0,0,0,0,1,0,41,1,19.0,10,690.6983333333333
1,0,0,0,0,0,0,1,0,0,1,1,0,38,1,7.0,11,939.5025
1,0,0,0,1,0,0,0,0,0,1,0,0,45,1,19.0,8,41.129999999999995
0,1,0,0,1,0,0,0,0,0,1,0,1,40,3,19.0,4,476.7371428571428
0,1,0,0,0,0,0,0,0,0,1,1,0,41,2,13.0,10,393.8266666666666
0,1,0,0,0,0,0,1,0,0,1,1,0,39,2,16.0,4,485.6844444444444
0,1,0,0,0,0,0,0,0,0,1,1,0,52,2,10.0,8,251.704
0,1,0,0,1,0,0,0,0,0,0,0,0,51,1,18.0,8,660.7066666666666
0,1,0,0,0,0,0,0,0,0,0,0,0,44,3,18.0,8,349.84000000000003
0,1,0,0,1,0,0,0,0,0,0,0,0,52,1,13.0,12,508.0699999999999
1,0,0,0,0,0,0,0,0,1,0,1,0,46,1,8.0,6,75.445
1,0,0,0,0,0,0,1,0,0,0,0,0,18,2,1.0,8,578.012
1,0,0,0,0,0,0,0,0,0,1,1,0,28,1,18.0,7,353.62166666666667
1,0,0,0,0,0,0,0,0,1,0,1,0,21,1,5.0,9,563.5260000000001
0,1,0,0,0,0,0,1,0,0,1,1,0,21,1,6.0,12,612.4499999999999
0,1,0,0,0,0,0,0,0,0,0,1,0,23,1,3.0,10,786.0157142857142
0,1,0,0,0,1,0,0,0,0,1,0,0,29,3,3.0,2,770.4083333333333
0,1,0,0,0,0,0,1,0,0,1,1,0,32,2,15.0,8,536.03
1,0,0,0,0,0,0,0,0,1,1,0,0,21,1,7.0,7,600.4937499999999
0,1,0,0,0,0,0,1,0,0,1,1,0,56,1,6.0,9,454.5675
1,0,0,0,0,0,0,1,0,0,1,0,1,30,1,9.0,2,651.2280000000001
0,1,0,0,1,0,0,0,0,0,0,0,1,22,2,1.0,8,1166.895
1,0,0,0,1,0,0,0,0,0,0,0,1,43,1,14.0,8,714.8675
0,1,0,0,0,0,0,0,1,0,0,1,0,38,2,15.0,11,862.6457142857143
1,0,0,0,0,0,0,1,0,0,1,0,0,41,1,15.0,3,247.25124999999997
0,1,0,0,0,0,0,0,0,0,0,0,1,19,3,1.0,6,544.6099999999999
1,0,0,0,0,0,0,1,0,0,1,1,0,56,3,12.0,10,788.2
1,0,0,0,0,1,0,0,0,0,1,0,0,31,1,10.0,7,596.3040000000001
0,1,0,0,0,0,0,0,0,0,1,1,0,48,2,10.0,6,474.2833333333333
0,1,0,0,0,1,0,0,0,0,0,1,0,42,1,3.0,9,607.415
0,0,0,0,0,0,1,0,0,0,0,0,1,39,3,10.0,5,515.5842857142857
0,1,0,1,0,0,0,0,0,0,1,1,0,18,1,1.0,9,290.1016666666667
1,0,0,0,1,0,0,0,0,0,0,0,0,46,2,6.0,7,713.996
1,0,0,0,0,0,0,0,0,0,1,0,1,38,1,7.0,1,576.8355555555555
0,1,0,0,0,0,0,1,0,0,0,0,0,22,1,7.0,6,906.0
1,0,0,0,0,1,0,0,0,0,0,1,0,28,1,9.0,9,204.1942857142857
0,1,0,0,0,0,0,1,0,0,0,1,0,57,1,9.0,12,312.3266666666666
1,0,0,0,0,0,0,1,0,0,0,0,0,23,2,7.0,10,526.418
0,1,0,0,0,1,0,0,0,0,1,1,0,53,3,18.0,12,363.9516666666666
1,0,0,0,0,0,0,0,0,0,0,1,0,31,2,21.0,9,363.07333333333327
0,1,0,0,0,1,0,0,0,0,0,0,0,49,1,12.0,8,879.0925000000001
1,0,0,0,1,0,0,0,0,0,1,1,0,31,1,6.0,8,345.1033333333334
0,1,0,0,0,0,0,0,0,0,0,0,0,40,3,17.0,8,334.85714285714283
1,0,0,0,0,0,0,0,0,0,0,1,0,49,3,16.0,10,398.2608333333333
1,0,0,0,1,0,0,0,0,0,1,1,0,23,3,6.0,12,403.71999999999997
1,0,0,0,0,0,0,0,0,1,0,1,0,20,3,5.0,1,966.935
1,0,0,0,0,0,0,0,0,1,0,0,1,39,3,5.0,10,131.935
1,0,0,0,0,0,0,1,0,0,0,0,0,18,2,1.0,5,949.5875000000001
0,1,0,0,0,0,1,0,0,0,0,1,0,62,3,16.0,6,631.7514285714286
1,0,0,0,0,1,0,0,0,0,0,0,1,39,3,18.0,5,558.6099999999999
1,0,0,0,1,0,0,0,0,0,0,1,0,37,3,14.0,10,568.162
0,1,0,0,0,0,0,1,0,0,1,0,0,29,3,22.0,7,803.156
1,0,0,0,0,0,0,0,0,1,0,0,1,36,1,10.0,5,1079.4999999999998
1,0,0,0,0,1,0,0,0,0,1,0,0,38,3,15.0,7,829.9812499999999
1,0,0,0,0,0,0,0,0,0,0,0,1,26,1,4.0,7,541.6883333333334
0,0,0,0,0,0,1,0,0,0,1,1,0,39,1,10.0,8,495.36
0,1,0,0,1,0,0,0,0,0,1,0,0,46,2,10.0,8,638.4466666666666
1,0,0,0,0,0,0,0,0,0,0,1,0,58,3,13.0,7,489.83000000000004
1,0,0,0,0,0,0,0,0,0,1,1,0,35,3,15.0,1,578.1679999999999
1,0,0,0,0,0,0,1,0,0,1,0,0,58,3,12.0,9,751.3820000000001
1,0,0,0,0,1,0,0,0,0,1,1,0,39,1,8.0,8,614.376
0,1,0,0,0,0,0,0,0,1,1,1,0,44,1,11.0,9,409.57142857142856
0,1,0,0,0,1,0,0,0,0,0,1,0,57,3,6.0,6,157.3216666666667
0,0,0,0,0,0,1,0,0,0,1,1,0,39,2,10.0,11,838.7575000000002
0,1,0,0,0,0,0,1,0,0,1,0,0,63,2,16.0,7,286.80375
1,0,0,0,0,0,0,0,0,1,1,0,1,47,3,15.0,4,422.7275
0,1,0,0,0,0,0,1,0,0,0,0,1,23,1,8.0,3,534.1212499999999
0,1,0,0,1,0,0,0,0,0,0,0,1,43,2,11.0,9,647.5325
1,0,0,0,0,0,0,1,0,0,1,0,1,36,3,7.0,6,121.97
1,0,0,0,1,0,0,0,0,0,1,0,1,35,1,17.0,4,841.5
1,0,0,0,0,0,0,1,0,0,0,1,0,41,1,14.0,7,336.21285714285716
1,0,0,0,1,0,0,0,0,0,0,0,0,26,1,10.0,9,442.6000000000001
1,0,0,0,0,0,0,0,1,0,0,0,0,59,1,8.0,9,750.1800000000001
1,0,1,0,0,0,0,0,0,0,1,1,0,40,3,17.0,3,304.3211111111111
1,0,0,1,0,0,0,0,0,0,0,0,0,40,2,5.0,10,413.928
0,1,0,0,0,1,0,0,0,0,0,0,1,52,1,19.0,5,966.3814285714285
0,0,0,0,0,0,1,0,0,0,0,1,0,39,1,10.0,10,800.5166666666668
0,1,0,0,0,0,0,0,0,0,0,1,0,36,1,13.0,9,417.6128571428571
1,0,0,0,0,0,0,1,0,0,0,1,0,52,2,5.0,9,292.725
1,0,0,0,0,0,0,0,0,0,1,0,0,29,3,4.0,9,861.1949999999999
1,0,0,0,1,0,0,0,0,0,1,0,0,39,1,11.0,9,598.1644444444444
0,1,0,0,0,0,0,0,0,1,1,0,1,38,1,14.0,3,412.02714285714285
0,1,0,0,0,0,0,0,0,0,0,0,0,39,1,18.0,12,563.6400000000001
1,0,0,0,1,0,0,0,0,0,1,0,1,49,3,18.0,7,588.931111111111
0,1,0,0,0,0,1,0,0,0,1,0,0,42,3,22.0,6,600.1566666666666
1,0,0,0,0,0,1,0,0,0,0,1,0,50,3,8.0,9,873.05
0,1,0,0,0,0,0,0,0,0,0,0,0,40,2,19.0,8,585.9412500000001
0,1,0,0,0,0,0,0,0,1,1,1,0,21,1,5.0,12,514.5657142857143
1,0,0,0,0,0,0,0,0,0,1,1,0,42,1,21.0,12,630.8824999999999
1,0,0,0,0,0,0,1,0,0,0,0,1,60,3,13.0,9,477.00200000000007
0,1,0,0,1,0,0,0,0,0,1,1,0,54,2,17.0,4,128.78666666666666
1,0,0,0,0,1,0,0,0,0,0,1,0,32,3,10.0,9,466.48
1,0,0,0,0,0,0,0,0,0,0,0,1,62,3,11.0,9,676.0975000000001
1,0,0,0,0,0,0,0,0,1,1,1,0,41,3,17.0,8,410.6316666666667
0,1,0,0,0,0,0,0,1,0,0,1,0,57,1,8.0,8,561.97
0,1,0,0,0,1,0,0,0,0,1,0,0,62,1,17.0,8,356.145
0,1,0,0,0,0,1,0,0,0,0,0,0,58,1,17.0,11,181.17
1,0,0,1,0,0,0,0,0,0,1,1,0,38,3,16.0,11,952.9633333333335
0,1,0,0,0,0,0,1,0,0,0,0,0,23,1,7.0,10,499.56000000000006
0,1,0,0,0,0,0,1,0,0,0,1,0,44,1,14.0,8,585.1075000000001
1,0,0,0,0,0,1,0,0,0,1,1,0,42,2,13.0,10,382.975
0,1,0,0,0,0,0,0,0,1,1,1,0,40,3,7.0,8,631.0325
1,0,0,0,1,0,0,0,0,0,0,1,0,27,2,14.0,10,1288.898
1,0,0,0,1,0,0,0,0,0,0,1,0,26,2,6.0,8,246.325
1,0,0,0,0,1,0,0,0,0,0,0,0,25,3,2.0,9,570.0699999999999
0,1,0,0,0,0,1,0,0,0,0,0,0,20,1,5.0,8,225.015
0,1,0,0,1,0,0,0,0,0,1,1,0,23,2,4.0,10,218.96333333333328
0,1,0,0,1,0,0,0,0,0,1,1,0,51,2,18.0,12,241.5733333333333
0,1,0,0,0,0,0,0,0,0,1,1,0,18,3,1.0,9,1080.3828571428571
0,1,0,0,0,0,0,0,0,0,1,1,0,20,1,4.0,6,610.01
1,0,0,0,0,1,0,0,0,0,1,0,0,55,1,5.0,7,587.325
0,1,0,0,0,0,0,1,0,0,1,0,1,34,1,6.0,7,660.26
1,0,0,0,0,0,0,0,0,0,0,0,0,39,1,18.0,11,398.88999999999993
0,1,0,0,0,0,0,0,0,0,0,0,1,22,2,3.0,9,913.3388888888888
0,1,0,0,0,0,0,0,0,0,0,1,0,41,3,3.0,3,516.78
1,0,0,0,0,0,0,0,0,1,0,1,0,41,2,5.0,9,161.82000000000005
1,0,0,0,1,0,0,0,0,0,0,1,0,48,1,12.0,12,757.4
1,0,0,0,1,0,0,0,0,0,1,1,0,61,1,10.0,11,322.55428571428564
0,0,0,0,0,0,0,1,0,0,0,0,0,39,1,10.0,6,519.8
1,0,0,0,0,0,0,0,0,0,0,1,0,42,3,15.0,4,751.2857142857143
1,0,0,0,0,1,0,0,0,0,1,0,1,42,3,9.0,8,442.1075000000001
0,1,0,0,0,0,0,0,1,0,1,1,0,58,2,15.0,10,573.1274999999999
0,1,0,0,0,0,0,1,0,0,0,1,0,41,3,11.0,11,923.79
0,1,0,0,1,0,0,0,0,0,0,0,1,31,1,16.0,7,816.887142857143
0,0,0,0,0,1,0,0,0,0,1,0,1,39,3,10.0,1,441.054
1,0,0,0,1,0,0,0,0,0,0,1,0,31,1,19.0,11,679.5266666666668
1,0,0,0,0,0,0,0,0,0,1,1,0,62,2,11.0,9,397.02000000000004
0,1,0,0,1,0,0,0,0,0,1,1,0,39,2,11.0,7,276.74125000000004
0,1,0,0,0,0,0,0,0,0,1,0,0,41,2,15.0,9,266.7783333333333
0,1,0,0,0,0,0,0,1,0,1,0,0,21,1,2.0,8,448.6320000000002
1,0,0,0,0,0,0,0,0,0,0,1,0,44,1,15.0,11,422.605
1,0,0,0,0,0,0,0,1,0,0,0,0,40,3,14.0,10,258.938
1,0,0,0,1,0,0,0,0,0,1,0,0,31,3,3.0,11,543.3866666666667
0,1,0,0,0,0,0,1,0,0,0,1,0,55,1,8.0,5,522.0866666666667
0,1,0,0,0,0,0,1,0,0,0,1,0,34,1,13.0,11,425.77000000000004
1,0,0,0,0,0,0,1,0,0,1,1,0,29,1,12.0,10,171.62
0,1,0,0,0,0,0,1,0,0,1,1,0,51,2,6.0,7,564.9171428571428
1,0,0,0,0,1,0,0,0,0,1,1,0,48,1,5.0,12,782.61
1,0,0,0,0,0,0,0,0,1,0,0,0,30,2,4.0,6,253.19000000000003
1,0,0,1,0,0,0,0,0,0,0,1,0,49,3,6.0,11,809.4150000000001
1,0,1,0,0,0,0,0,0,0,0,1,0,56,2,13.0,11,412.5466666666666
0,1,0,0,1,0,0,0,0,0,1,1,0,29,1,19.0,12,189.65666666666664
1,0,0,0,0,0,0,0,0,0,1,1,0,42,1,14.0,11,741.8083333333334
0,1,0,0,1,0,0,0,0,0,0,1,0,30,2,13.0,10,518.7816666666668
0,1,0,1,0,0,0,0,0,0,0,1,0,40,2,8.0,8,466.13333333333327
0,1,0,0,1,0,0,0,0,0,0,1,0,55,1,8.0,9,458.8866666666667
0,1,0,0,0,0,0,0,0,0,1,0,0,22,3,12.0,10,465.66
1,0,0,0,1,0,0,0,0,0,0,1,0,52,1,13.0,9,370.985
0,1,0,0,0,1,0,0,0,0,0,1,0,22,1,3.0,8,345.8364285714286
0,1,0,0,0,0,0,0,0,0,1,0,1,41,1,15.0,7,396.538
0,1,0,0,0,0,0,0,0,0,1,0,1,22,1,1.0,4,889.8725
0,1,0,0,0,0,0,0,0,1,1,1,0,31,3,1.0,7,559.8483333333332
0,1,0,0,1,0,0,0,0,0,0,1,0,60,3,8.0,3,700.7733333333334
1,0,0,0,0,0,0,0,0,0,0,1,0,37,2,7.0,10,453.9983333333334
0,1,0,0,0,0,0,0,0,0,0,1,0,43,3,18.0,3,506.71
0,1,0,0,0,0,0,1,0,0,1,1,0,50,3,7.0,1,373.68666666666655
0,1,0,0,0,1,0,0,0,0,1,1,0,17,2,2.0,9,675.3783333333333
1,0,0,0,0,0,0,0,0,0,0,0,1,62,1,18.0,7,276.40833333333336
0,1,0,0,0,0,0,1,0,0,1,1,0,41,1,20.0,9,179.994
0,1,0,0,0,0,0,1,0,0,1,1,0,39,1,18.0,9,576.7475
1,0,0,0,0,0,0,0,1,0,0,0,1,18,1,2.0,9,619.2066666666666
1,0,0,0,0,1,0,0,0,0,1,1,0,32,1,16.0,8,645.5780000000001
0,0,0,0,1,0,0,0,0,0,0,0,1,39,1,10.0,9,566.54
0,1,0,0,0,0,0,0,0,0,1,0,1,21,2,1.0,8,440.495
1,0,0,0,0,0,0,0,0,1,1,1,0,23,2,8.0,4,652.2830000000001
0,1,0,0,0,1,0,0,0,0,1,0,1,42,1,8.0,7,270.4125
0,1,0,0,0,0,0,0,1,0,0,0,0,28,1,4.0,9,522.85
1,0,0,0,1,0,0,0,0,0,0,0,0,38,1,8.0,5,507.19000000000005
1,0,0,0,0,0,0,0,0,0,0,0,0,28,3,3.0,9,599.2200000000001
1,0,0,0,0,0,0,0,1,0,1,0,0,29,2,12.0,9,335.61285714285714
1,0,0,0,0,0,0,0,0,0,1,1,0,42,2,17.0,11,218.43000000000004
0,1,0,0,0,1,0,0,0,0,1,0,0,37,1,15.0,7,418.381
1,0,0,0,0,0,0,0,0,1,1,0,0,82,1,5.0,3,249.054
1,0,0,0,0,0,0,0,0,0,1,1,0,21,2,5.0,10,795.5211111111109
0,1,0,0,0,1,0,0,0,0,1,0,1,42,3,19.0,7,518.9
1,0,0,0,0,1,0,0,0,0,1,1,0,59,1,6.0,9,1124.585
0,1,0,0,0,1,0,0,0,0,1,1,0,48,3,14.0,9,417.37
1,0,0,0,1,0,0,0,0,0,0,1,0,49,1,18.0,8,222.26333333333324
1,0,0,0,1,0,0,0,0,0,0,1,0,28,1,12.0,9,484.8925
0,1,0,0,0,0,0,1,0,0,0,1,0,42,2,11.0,8,91.59999999999995
0,1,0,0,0,0,0,1,0,0,1,0,1,34,1,15.0,3,350.41
1,0,0,0,0,0,0,0,0,0,1,1,0,49,1,15.0,11,853.484
1,0,0,0,0,0,0,1,0,0,1,1,0,41,2,15.0,3,628.1800000000002
1,0,0,0,1,0,0,0,0,0,0,1,0,39,3,20.0,10,613.9900000000001
1,0,0,0,0,0,0,0,0,1,1,1,0,58,1,8.0,6,366.9957142857143
0,1,0,0,0,0,0,0,0,0,1,1,0,27,1,18.0,4,1356.2849999999999
1,0,0,0,0,0,0,0,0,1,1,0,0,55,1,15.0,11,632.4011111111113
1,0,0,0,0,1,0,0,0,0,1,1,0,43,3,18.0,9,328.6716666666667
1,0,0,0,0,1,0,0,0,0,1,1,0,55,1,17.0,5,334.6525
0,1,0,1,0,0,0,0,0,0,1,0,0,28,3,6.0,9,227.73333333333335
0,1,0,0,0,0,0,0,0,1,1,0,0,26,3,12.0,7,762.35
0,1,0,0,0,0,0,0,0,0,0,0,0,57,3,18.0,6,365.87857142857143
0,1,0,0,0,0,0,0,0,0,0,1,0,36,1,13.0,11,405.74333333333334
0,1,0,0,0,0,0,0,1,0,1,1,0,25,1,6.0,12,674.7199999999999
1,0,0,0,0,0,0,0,0,1,1,0,1,41,1,14.0,7,443.5299999999999
1,0,0,0,0,0,0,0,0,0,0,1,0,47,3,17.0,10,514.5811111111111
1,0,0,0,0,1,0,0,0,0,0,1,0,43,1,16.0,9,1351.3066666666666
1,0,0,0,0,0,0,0,0,0,1,1,0,42,2,14.0,9,280.50333333333333
1,0,0,0,0,0,0,0,0,1,0,1,0,42,1,9.0,8,464.74249999999995
0,1,0,1,0,0,0,0,0,0,0,1,0,41,1,19.0,11,804.3083333333334
1,0,0,0,0,0,0,0,0,1,1,1,0,37,2,12.0,9,297.6383333333334
1,0,0,0,0,1,0,0,0,0,0,1,0,33,1,3.0,11,163.53500000000008
1,0,0,0,0,0,0,0,0,0,1,0,0,32,1,11.0,8,605.278
0,1,0,0,0,0,0,0,1,0,1,1,0,55,1,13.0,7,847.1599999999999
0,1,0,0,0,1,0,0,0,0,0,1,0,52,2,9.0,11,914.0133333333333
0,1,0,0,0,0,1,0,0,0,1,1,0,27,2,9.0,9,567.986
1,0,0,0,0,0,0,0,0,0,1,0,0,44,1,14.0,11,533.8425
1,0,0,0,1,0,0,0,0,0,1,1,0,26,1,8.0,10,571.2625
1,0,0,0,1,0,0,0,0,0,0,0,1,25,1,8.0,4,677.67
0,1,0,1,0,0,0,0,0,0,0,0,1,40,1,9.0,8,522.3607692307693
1,0,0,0,0,0,0,0,0,0,1,1,0,53,1,16.0,12,756.9959999999999
0,1,0,0,0,0,0,0,0,0,1,0,1,61,1,15.0,3,786.94
1,0,0,0,1,0,0,0,0,0,0,0,0,32,2,9.0,7,404.5133333333333
0,1,0,0,0,0,0,1,0,0,1,0,1,49,2,6.0,4,756.4414285714286
0,1,0,0,1,0,0,0,0,0,1,1,0,23,2,3.0,11,270.49666666666667
1,0,0,0,1,0,0,0,0,0,0,1,0,37,1,11.0,6,586.3266666666667
0,1,0,0,0,0,0,0,1,0,1,1,0,40,3,7.0,9,575.305
0,1,0,0,0,0,0,0,0,0,1,0,0,40,1,18.0,3,537.4655555555555
1,0,0,0,0,0,0,0,0,1,0,0,1,26,1,5.0,6,862.4066666666666
0,1,0,0,0,0,0,1,0,0,0,0,1,35,1,16.0,2,358.6425
1,0,0,0,0,0,0,0,0,0,0,1,0,31,1,13.0,10,656.4023076923077
1,0,0,0,1,0,0,0,0,0,0,0,0,36,3,4.0,11,154.42
0,1,0,0,0,0,0,0,0,0,1,1,0,19,1,2.0,9,460.4325
0,1,0,0,0,1,0,0,0,0,0,1,0,62,1,6.0,5,655.5540000000001
0,1,0,0,0,1,0,0,0,0,0,1,0,21,3,5.0,9,851.6071428571429
1,0,0,0,0,0,0,0,1,0,0,0,0,52,1,14.0,10,586.29
0,1,0,0,1,0,0,0,0,0,1,0,0,25,3,8.0,4,647.2
0,1,0,1,0,0,0,0,0,0,0,1,0,49,3,9.0,9,695.6116666666667
0,1,0,0,1,0,0,0,0,0,1,1,0,30,3,5.0,5,563.25
1,0,0,0,0,0,0,0,0,0,0,1,0,50,2,14.0,7,598.3275
1,0,0,0,1,0,0,0,0,0,0,0,1,42,1,13.0,4,1261.656
1,0,1,0,0,0,0,0,0,0,0,1,0,52,3,19.0,9,689.862
0,1,0,0,1,0,0,0,0,0,0,0,1,19,1,3.0,10,564.5175
1,0,0,0,0,1,0,0,0,0,0,0,1,22,1,3.0,4,500.35599999999994
0,1,0,0,0,1,0,0,0,0,0,1,0,43,1,20.0,11,159.71833333333333
1,0,0,0,0,0,0,0,1,0,0,1,0,23,1,9.0,1,333.20714285714286
1,0,1,0,0,0,0,0,0,0,0,0,1,20,1,1.0,3,639.915
0,1,0,0,0,1,0,0,0,0,0,1,0,43,2,17.0,12,719.6371428571429
0,1,0,0,0,0,0,0,0,0,0,0,0,32,1,19.0,4,739.5533333333333
0,1,0,1,0,0,0,0,0,0,1,0,0,24,1,1.0,8,588.0700000000002
1,0,0,0,0,0,1,0,0,0,1,1,0,52,2,10.0,7,228.1733333333333
1,0,0,0,0,0,0,0,0,1,1,0,1,40,1,15.0,7,667.435
0,1,0,0,0,0,0,0,0,0,0,0,0,27,1,7.0,10,418.82750000000004
0,1,0,0,1,0,0,0,0,0,0,0,0,36,3,8.0,9,355.00200000000007
1,0,0,0,0,1,0,0,0,0,0,0,0,40,1,17.0,9,115.62999999999998
1,0,0,0,1,0,0,0,0,0,1,1,0,24,3,2.0,1,365.15000000000003
1,0,0,0,0,1,0,0,0,0,1,1,0,45,2,8.0,8,423.285
1,0,0,0,0,1,0,0,0,0,1,0,1,21,1,4.0,6,660.4825
0,1,0,0,0,1,0,0,0,0,1,0,0,52,2,18.0,8,875.5514285714287
1,0,0,0,1,0,0,0,0,0,0,1,0,50,1,13.0,10,616.8857142857142
1,0,0,0,0,0,1,0,0,0,0,0,1,53,1,4.0,9,670.3400000000001
1,0,0,0,0,0,0,0,0,0,0,0,1,46,2,8.0,8,431.0355555555555
0,1,0,0,0,0,0,0,0,0,0,1,0,43,1,17.0,9,665.894
1,0,0,0,0,0,0,0,0,1,1,1,0,39,3,16.0,7,116.20666666666664
0,0,0,0,0,0,1,0,0,0,1,1,0,39,1,10.0,7,618.0433333333334
0,1,0,0,0,0,0,0,0,0,1,1,0,32,1,8.0,9,576.92
1,0,0,0,0,0,0,0,0,0,0,1,0,41,2,7.0,9,210.53749999999997
1,0,0,0,0,1,0,0,0,0,0,1,0,64,2,6.0,8,305.88124999999997
0,1,0,0,0,1,0,0,0,0,1,1,0,47,1,13.0,9,645.90375
0,1,0,0,1,0,0,0,0,0,0,0,1,29,3,13.0,8,1267.1100000000001
1,0,0,0,1,0,0,0,0,0,1,1,0,42,2,10.0,8,576.2774999999999
1,0,1,0,0,0,0,0,0,0,1,0,1,39,1,8.0,8,451.30600000000004
1,0,0,0,0,0,1,0,0,0,0,1,0,42,1,7.0,3,578.0185714285714
0,1,0,0,0,0,0,0,0,0,1,0,0,59,2,6.0,6,828.182
1,0,0,0,0,1,0,0,0,0,1,1,0,49,1,13.0,9,719.1483333333334
1,0,0,0,0,0,0,0,0,0,0,1,0,17,1,2.0,10,257.9366666666667
0,1,0,0,0,0,0,1,0,0,0,1,0,40,2,20.0,10,342.4125
0,1,0,0,1,0,0,0,0,0,1,0,0,19,1,1.0,1,282.63
1,0,0,0,0,0,0,0,0,0,0,1,0,33,2,4.0,11,1149.91
0,1,0,0,0,1,0,0,0,0,0,0,0,29,3,8.0,9,368.165
1,0,0,0,1,0,0,0,0,0,0,1,0,49,2,10.0,2,334.705
1,0,0,0,0,0,0,0,0,0,0,1,0,21,1,1.0,10,167.40875000000003
1,0,0,0,0,0,0,1,0,0,1,1,0,48,1,16.0,9,279.476
0,1,0,0,0,0,0,0,0,1,1,1,0,31,3,5.0,5,240.55499999999995
1,0,0,0,0,0,0,0,0,0,1,0,1,25,2,3.0,4,518.57125
1,0,0,0,0,0,0,0,0,0,1,0,0,39,1,18.0,8,692.7620000000001
1,0,0,0,0,1,0,0,0,0,1,1,0,19,1,2.0,10,242.56333333333328
1,0,0,0,1,0,0,0,0,0,0,1,0,20,3,5.0,8,389.78250000000014
1,0,0,0,0,0,0,0,0,1,1,1,0,44,3,7.0,1,387.32
0,1,0,0,1,0,0,0,0,0,0,1,0,59,2,5.0,7,254.66499999999996
1,0,0,1,0,0,0,0,0,0,1,0,1,43,3,18.0,3,452.7966666666667
1,0,0,0,0,0,0,1,0,0,1,1,0,62,1,10.0,9,269.12333333333333
0,1,0,0,0,0,0,0,0,1,0,1,0,25,1,8.0,10,197.42999999999998
1,0,0,0,0,1,0,0,0,0,1,0,1,29,2,22.0,6,830.2399999999999
1,0,0,0,0,0,0,1,0,0,0,1,0,46,2,16.0,10,91.57999999999998
